Fluid_lvl_tank102;Pressure_tank103;Pump_speed;Flowmeter;Tank102_set;Pressure_set;Flow_set;Fluid_lvl_tank101_IO_link;Fluid_lvl_tank102_IO_link;Fluid_lvl_MAX_tank101;Fluid_lvl_MIN_tank101;V101;V102;V103;V104;V106;V107;V108;V109;V112;Cycle_nuber;EStop;Work;State
80.09615;186.96812;0.0;0.31;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;144.11595;100.0;-0.16;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
79.92789;168.09276;0.0;0.0;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;169.6232;0.0;0.17;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
79.92789;185.43768;100.0;0.21;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;130.08696;0.0;0.16;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;138.24928;100.0;-0.22;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;169.36812;100.0;0.0;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
79.75961;154.31885;0.0;-0.3;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;174.46957;0.0;0.0;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;176.25508;0.0;0.0;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;192.57971;100.0;0.3;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;167.07246;100.0;0.0;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;126.26087;100.0;-0.28;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;124.73044;100.0;0.36;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;170.13335;0.0;-0.15;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;170.64348;0.0;0.26;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;189.26378;100.0;0.3;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;171.15363;100.0;-0.19;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;144.37102;100.0;-0.29;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
80.09615;169.6232;0.0;0.0;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
79.75961;132.38261;0.0;0.0;0.0;150.0;0.0;105;80;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2
79.59135;141.05508;82.10001;-0.29;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;89.56001;0.75;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;90.890015;0.87;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;91.600006;0.9;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;141.56522;91.88001;0.9;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;141.8203;92.210014;0.89;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;141.8203;92.320015;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;92.42001;0.9;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;92.70002;0.9;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;141.8203;92.66002;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;92.890015;0.9;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;142.07536;93.05002;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;141.8203;93.150024;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;142.07536;93.150024;0.92;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;93.02001;0.92;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;142.07536;92.81002;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.59135;142.07536;93.070015;0.9;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;142.07536;93.110016;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;141.8203;92.98002;0.92;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;142.07536;92.96002;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;92.88002;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.59135;141.8203;93.01002;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;92.940025;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;141.8203;92.87002;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;142.07536;92.83002;0.9;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;92.82002;0.9;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.92789;142.07536;92.88002;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;92.87002;0.91;0.0;0.0;0.91;105;80;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3
79.75961;141.8203;100.0;1.16;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
81.27404;141.8203;100.0;1.21;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
82.11539;142.07536;100.0;1.23;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
82.62019;142.07536;100.0;1.22;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
83.46154;142.07536;100.0;1.22;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
83.79808;141.8203;100.0;1.22;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
84.47115;141.8203;100.0;1.23;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
85.3125;142.07536;100.0;1.22;90.0;0.0;0.0;105;80;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
85.81731;142.07536;100.0;1.22;90.0;0.0;0.0;100;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
86.65865;142.07536;100.0;1.22;90.0;0.0;0.0;100;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
86.82693;141.8203;100.0;1.23;90.0;0.0;0.0;100;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
88.00481;142.07536;100.0;1.24;90.0;0.0;0.0;100;90;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
88.34135;142.07536;100.0;1.22;90.0;0.0;0.0;100;90;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
89.35096;142.07536;100.0;1.23;90.0;0.0;0.0;95;90;0;0;1;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;141.8203;0.0;1.22;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;141.8203;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;141.8203;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.33044;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.33044;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.33044;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.07536;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;142.33044;0.0;0.0;90.0;0.0;0.0;95;90;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4
89.85577;47.953625;0.0;0.0;0.0;0.0;0.0;95;90;0;0;0;0;0;0;0;1;0;0;0;1;0;1;5
89.85577;8.672464;0.0;0.0;0.0;0.0;0.0;95;90;0;0;0;0;0;0;0;1;0;0;0;1;0;1;5
89.85577;7.652174;0.0;0.0;0.0;0.0;0.0;95;90;0;0;0;0;0;0;0;1;0;0;0;1;0;1;5
89.85577;7.652174;0.0;0.0;0.0;0.0;0.0;95;90;0;0;0;0;0;0;0;1;0;0;0;1;0;1;5
89.85577;7.652174;0.0;0.0;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
89.51923;7.652174;0.0;-0.32;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
89.35096;7.652174;0.0;-0.35;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
89.01443;7.9072466;0.0;-0.36;0.0;0.0;0.0;95;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
88.84615;7.9072466;0.0;-0.35;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
88.50961;7.9072466;0.0;-0.37;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
88.17308;7.9072466;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
88.34135;8.162319;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
87.5;7.9072466;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
87.33173;8.162319;0.0;-0.37;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
86.99519;8.162319;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
86.82693;8.162319;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
86.49039;8.162319;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
86.15385;8.162319;0.0;-0.36;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
85.98558;8.162319;0.0;-0.35;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
85.81731;8.417392;0.0;-0.35;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
85.48077;8.162319;0.0;-0.35;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
85.3125;8.417392;0.0;-0.35;0.0;0.0;0.0;100;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
85.14423;8.162319;0.0;-0.35;0.0;0.0;0.0;105;90;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
84.47115;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
84.30289;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
83.96635;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
83.79808;8.162319;0.0;-0.36;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
83.46154;8.162319;0.0;-0.36;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
83.29327;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
83.29327;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
82.95673;8.162319;0.0;-0.36;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
82.45193;8.162319;0.0;-0.36;0.0;0.0;0.0;105;85;0;0;1;1;0;0;0;0;0;0;1;1;0;1;6
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
82.45193;8.162319;0.0;-0.35;0.0;0.0;0.0;105;85;0;0;0;1;0;0;1;0;0;0;1;1;0;1;7
81.94711;2.805797;100.0;-0.34;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
82.28365;0.25507247;15.710084;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.61058;0.25507247;38.15306;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
82.11539;68.86957;59.20827;0.22;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;123.200005;64.30997;0.19;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
82.11539;153.55363;73.73832;0.15;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;176.25508;76.82548;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;184.92755;78.36101;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;190.53914;79.0563;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
82.11539;197.93623;79.69586;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;195.89566;79.80517;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;196.66087;79.98878;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;196.15073;79.71646;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;196.15073;80.01833;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;201.50725;80.28501;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;200.48697;79.77842;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
82.11539;197.4261;80.04552;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;196.91595;79.82463;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;200.99712;80.08151;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
82.11539;200.74203;79.555405;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
82.11539;194.87537;79.844215;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;198.19131;79.93947;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
82.11539;194.11015;80.14902;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;200.99712;79.95059;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;200.99712;79.76625;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;201.25218;79.787674;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;201.25218;79.600494;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
82.11539;199.46667;80.07228;0.0;0.0;200.0;0.0;105;85;0;0;0;0;0;0;1;0;1;0;0;1;0;1;7
81.94711;197.17102;79.86153;0.0;0.0;0.0;0.0;105;85;0;0;1;0;0;0;0;0;1;0;0;1;0;1;7
82.45193;197.93623;100.0;0.99;100.0;0.0;0.91;105;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;8
83.79808;197.93623;94.5;1.18;100.0;0.0;0.91;105;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;8
83.79808;197.93623;91.38;1.15;100.0;0.0;0.91;105;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;8
84.47115;198.19131;88.17;1.07;100.0;0.0;0.91;105;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;8
84.97596;198.19131;82.020004;1.02;100.0;0.0;0.91;100;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;8
85.3125;197.93623;79.880005;0.98;100.0;0.0;0.91;100;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;8
86.15385;197.93623;78.65;0.97;100.0;0.0;0.91;100;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;8
86.49039;198.44638;77.02001;0.96;100.0;0.0;0.91;100;85;0;0;1;0;0;0;0;0;0;0;0;1;0;1;8
86.99519;198.44638;76.55001;0.93;100.0;0.0;0.91;100;90;0;0;1;0;0;0;1;0;0;0;0;1;0;1;8
87.5;176.0;76.740005;0.9;100.0;0.0;0.91;100;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
88.00481;175.23479;76.47001;0.92;100.0;0.0;0.91;100;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
88.67789;174.97972;76.33;0.92;100.0;0.0;0.91;100;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
89.18269;174.2145;76.020004;0.93;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
89.6875;173.70436;75.86001;0.93;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
90.02404;172.68407;75.71001;0.93;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
90.69711;169.36812;75.71001;0.91;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
91.20193;170.89856;75.61001;0.92;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
91.70673;169.6232;75.48;0.91;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
92.04327;168.34784;75.450005;0.91;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
92.54808;170.13335;75.51001;0.91;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
93.22115;168.85797;75.47001;0.92;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
93.72596;169.87827;75.39001;0.92;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
93.89423;170.13335;75.35001;0.91;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
95.07211;169.36812;75.43001;0.91;100.0;0.0;0.91;95;90;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
95.40865;167.58261;75.45001;0.91;100.0;0.0;0.91;95;95;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
95.74519;169.36812;75.420006;0.91;100.0;0.0;0.91;95;95;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
96.58654;169.87827;75.41001;0.91;100.0;0.0;0.91;90;95;0;0;1;0;0;0;1;0;1;0;0;1;0;1;8
96.92308;19.130436;0.0;0.13;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
96.92308;8.162319;0.0;-0.3;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
96.58654;7.652174;0.0;-0.36;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
96.08173;7.397102;0.0;-0.36;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
95.74519;7.397102;0.0;-0.36;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
95.57693;7.652174;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
95.24039;7.397102;0.0;-0.36;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
94.90385;7.397102;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
94.73558;7.1420293;0.0;-0.36;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
94.39904;7.397102;0.0;-0.37;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
93.89423;7.397102;0.0;-0.36;0.0;0.0;0.0;90;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
93.89423;7.397102;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
93.38943;7.397102;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
93.22115;7.397102;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
92.88461;7.397102;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
92.37981;7.397102;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
92.21154;7.652174;0.0;-0.37;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
92.04327;7.652174;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
91.875;7.652174;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
91.37019;7.397102;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
91.20193;7.652174;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
90.69711;7.9072466;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
90.52885;7.652174;0.0;-0.36;0.0;0.0;0.0;95;95;0;0;1;1;0;0;0;1;0;0;1;1;0;1;9
